Location code,NGR,Sampled date,SX,SY,EX,EY,Altitude,d_f_source,logaltbar,log_area,disch_cat,slope,chalk,clay,hardrock,limestone,peat,shape_Length
7814,NO 39489 58624,2021-05-18,339450,758650,339500,758600,109,28983.1582,2.63437414,2.03102446,5,6.22629499,0,0,0.97323215,0.0059122,0.00737861,70.71067812
7809,NO 41609 57884,2021-04-29,341600,757900,341650,757850,98,16904.96094,2.40046597,1.44490314,2,5.5409708,0,0,0.46876684,0,0,70.71067812
7753,NO 58476 59134,2021-04-29,358350,759150,358400,759100,26,69733.6875,2.53835607,2.68436956,7,2.44335985,0,0,0.65711421,0.00557429,0.04863797,70.71067812
7797,NO 49310 56801,2021-04-29,349300,756800,349350,756750,46,13727.13965,1.98113203,1.6448077,2,0.1,0,0,0,0,0,70.71067812
1512,NS 98798 93803,2021-05-26,298800,693800,298750,693800,70,13612.92383,2.29584837,1.32792056,2,15.12100315,0,0,0.15450594,0,0.06133239,50
1517,NS 98505 94306,2021-05-26,298450,694350,298500,694300,66,6846.619629,2.05529642,1.15775883,1,0.1,0,0,0.0234701,0,0,70.71067812
3472,NS 54883 93798,2021-05-31,254850,693800,254850,693850,29,7924.436035,2.00800014,1.0949949,2,10.29437256,0,0,0,0,0,50
7935,NO 50686 36308,2021-05-27,350700,736350,350700,736300,57,6884.489258,2.17186999,0.94743371,1,12.22734356,0,0,0.03244921,0,0,50
3250,NT 10988 91044,2021-06-02,310950,691000,311000,691050,129,8995.150391,2.30417824,1.1352917,1,2.44335985,0,0,0.17173196,0,0.13438301,70.71067812
3418,NO 15663 04025,2021-05-19,315650,704050,315650,704000,110,7457.280762,2.22634578,1.01473045,1,3.55788302,0,0,0.10367327,0,0,50
8062,NO 27698 25283,2021-05-12,327650,725300,327700,725300,2,10844.7207,1.99431157,1.41048193,1,1.84699035,0,0,0.51928496,0,0,50
8500,NO 20811 37803,2021-05-12,320850,737800,320850,737850,51,8836.569336,2.02742267,1.27519608,1,8.42888832,0,0,0,0,0,50
8850,,,,,,,,,,,,,,,,,,
8888,NN 89422 19876,2021-05-18,289450,719900,289400,719850,32,21557.34961,1.99507332,1.92792189,4,4.97056293,0,0,0,0,0,70.71067812
3560,NT 01090 93316,2021-05-04,301100,693300,301050,693300,92,10240.12695,2.34088349,1.24191988,2,4.97056293,0,0,0.18834145,0,0.07476368,50
3430,NT 01507 93298,2021-05-04,301550,693350,301500,693300,95,9686.572266,2.36517143,1.0630517,2,16.01047325,0,0,0.18983784,0,0.11286487,70.71067812
5616,NS 87203 96399,2021-05-18,287250,696350,287200,696400,9,46112.53125,2.46304297,2.23126554,5,0.1,0,0,0.51385629,0,0.06367426,70.71067812
5617,NS 86788 96553,2021-05-18,286800,696550,286750,696550,6,46716.08594,2.45949292,2.2376945,5,4.97056293,0,0,0.50739038,0,0.06273863,50
6260,NS 92311 96453,2021-05-18,292300,696500,292300,696450,13,38971.96094,2.47189808,2.14519644,5,0.96022612,0,0,0.56095207,0,0.06691124,50
509641,NS 91530 96438,2021-05-18,291550,696400,291500,696400,12,39904.80469,2.46576548,2.15342617,5,2.62014508,0,0,0.55281043,0,0.06565524,50
7455 or 554332?,NO 00283 00274,,,,,,,,,,,,,,,,,
1552,NN 89000 09538,2021-06-01,289000,709550,288950,709600,112,9398.702148,2.44437337,1.48946631,3,3.37155533,0,0,0.50461686,0,0.05127167,70.71067812
337301?,NN 89554 289554,,,,,,,,,,,,,,,,,
7564,NS 53071 99221,2021-06-01,253100,699250,253050,699200,16,29286.40625,2.39266419,2.13931227,6,0.84288883,0,0,0.91975039,0,0.02682847,70.71067812
582397,NN 52981 99853,,,,,,,,,,,,,,,,,
7760,NO 62151 58799,2021-06-03,362200,758850,362150,758800,16,75407.10156,2.52633262,2.69919586,7,0.1,0,0,0.63505977,0.0053872,0.04700556,70.71067812
7758,,,,,,,,,,,,,,,,,,
7030,NO 13013 03815,2021-05-19,313000,703850,313000,703800,108,14673.58691,2.35006213,1.62044835,3,2.76142383,0,0,0.70009583,0,0,50
345534,NO 12842 04023,2021-05-19,312800,704050,312850,704000,110,14361.4541,2.36475515,1.55403459,3,1.74676347,0,0,0.73780107,0,0,70.71067812
8319,NO 11727 25354,2021-04-28,310300,726650,310350,726600,1,145040.9531,2.59845304,3.69833159,10,0.1,0,0,0.80619329,0.02235985,0.04617834,70.71067812
350114,,,,,,,,,,,,,,,,,,
8297,NN 85650 49719,2021-05-19,285650,749750,285700,749750,81,79091.80469,2.678545,3.03112364,9,0.88947076,0,0,0.95338106,0.04661895,0.0020688,50
363458,NO 07117 25961,2021-05-18,307100,725900,307100,725950,20,51401.32031,2.53313136,2.33830714,6,4.36690855,0,0,0.51764369,6.88E-05,0,50
347667,NO 06815 25698,2021-05-18,306800,725750,306850,725700,21,50897.76563,2.61030054,2.23886108,6,4.2893219,0,0,0.6508438,8.65E-05,0,70.71067812
8548,NO 29018 44999,2021-06-02,329000,745000,329050,745050,42,9273.575195,1.94430053,1.2933073,2,2.21880102,0,0,0.05535055,0,0,70.71067812
8573,,,,,,,,,,,,,,,,,,
8426,NN 75578 43993,2021-05-19,275600,743950,275550,744000,110,8300.174805,2.7546432,1.14914215,2,86.40349579,0,0,1,0,0,70.71067812
11734,NN 75601 43939,2021-05-19,275600,743900,275600,743950,111,8250.174805,2.75476694,1.14898801,2,86.40349579,0,0,1,0,0,50
537380,,,,,,,,,,,,,,,,,,
8848,,,,,,,,,,,,,,,,,,
8871,,,,,,,,,,,,,,,,,,
582969,NN 97539 15072,,,,,,,,,,,,,,,,,
222102,NN 94883 57395,,,,,,,,,,,,,,,,,
8688,NN 94360 57534,,,,,,,,,,,,,,,,,
373640,NN 63995 66270,,,,,,,,,,,,,,,,,
6912,NN 6364 0704,,,,,,,,,,,,,,,,,
335193,NN 71700 01473,,,,,,,,,,,,,,,,,
6212,NN 7129 0189,,,,,,,,,,,,,,,,,
8369,NO 16624 30058,,,,,,,,,,,,,,,,,
486545,NO 16702 29869,,,,,,,,,,,,,,,,,
499943,NO 02406 16718,2021-05-13,302400,716700,302400,716750,17,9369.414063,2.31795454,1.4150151,3,9.78417778,0,0,0.65695608,0,0,50
R. Spey u/s Carron Bridge,NJ 22381 41012,2921-06-02,322350,841000,322400,841050,98,138709.8906,2.68089485,3.41059303,9,2.48528147,0,0,0.97084296,0.0088183,0.13822369,70.71067812
